Case ID,Case Title,Case Type,Case Status,Case Assigned To,Case Start Date,Case Close Date,Parties Involved,Case Documents,Case Tasks,Case Notes
PI011,Check detail test dog poor.,Product Liability,Closed,Rachel Diaz,2022-08-19,2022-09-15,[],"[{'Case ID': 'PI011', 'Document ID': 50513, 'Document Name': 'success.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI011', 'Document ID': 72736, 'Document Name': 'smile.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI011', 'Document ID': 18834, 'Document Name': 'pull.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI011', 'Document ID': 24982, 'Document Name': 'Subject visit where two.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 8, 26), 'Created By': 'Christina Daniels', 'Date Last Modified': datetime.date(2022, 8, 29), 'Last Modified By': 'Michelle Mullins'}, {'Case ID': 'PI011', 'Document ID': 17377, 'Document Name': 'May to Democrat.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 9, 14), 'Created By': 'Kimberly Dunn', 'Date Last Modified': datetime.date(2023, 1, 14), 'Last Modified By': 'Zachary Patterson'}, {'Case ID': 'PI011', 'Document ID': 97875, 'Document Name': 'Clear side partner expect.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2022, 9, 12), 'Created By': 'Tammy Ballard', 'Date Last Modified': datetime.date(2022, 12, 7), 'Last Modified By': 'Luke Castillo'}, {'Case ID': 'PI011', 'Document ID': 43355, 'Document Name': 'Get mission those player able.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2022, 8, 30), 'Created By': 'Deborah Yates', 'Date Last Modified': datetime.date(2023, 5, 22), 'Last Modified By': 'Denise Leon'}]","[{'Case ID': 'PI011', 'Task ID': 50107, 'Task Description': 'Case movie bad music stop financial.', 'Assigned To': 'Michelle Roberts', 'Task Due Date': datetime.date(2022, 9, 11), 'Task Status': 'Completed'}]","[{'Case ID': 'PI011', 'Note ID': 4260, 'Note Content': 'Hope guy interesting hope we indicate consider. Plant across parent exactly.', 'Created By': 'Donald White', 'Date Created': datetime.date(2022, 8, 23)}, {'Case ID': 'PI011', 'Note ID': 56363, 'Note Content': 'Management quality change ask next suddenly teach. Seat before buy. There president machine security space inside.', 'Created By': 'Jordan Browning', 'Date Created': datetime.date(2022, 8, 19)}, {'Case ID': 'PI011', 'Note ID': 48706, 'Note Content': 'Many past main agree.', 'Created By': 'Rebecca Robles', 'Date Created': datetime.date(2022, 8, 20)}, {'Case ID': 'PI011', 'Note ID': 28371, 'Note Content': 'It health something town. Those alone out from development marriage writer.', 'Created By': 'Mrs. Patricia Bowman', 'Date Created': datetime.date(2022, 8, 26)}]"
PI012,Both call detail kid send work mind.,Product Liability,In Progress,Andrew Foster,2022-03-05,2022-05-17,[],"[{'Case ID': 'PI012', 'Document ID': 23738, 'Document Name': 'training.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI012', 'Document ID': 64846, 'Document Name': 'less.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI012', 'Document ID': 32446, 'Document Name': 'election.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI012', 'Document ID': 69091, 'Document Name': 'pull.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI012', 'Document ID': 84247, 'Document Name': 'History wonder miss base.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2022, 4, 5), 'Created By': 'Mark Wallace', 'Date Last Modified': datetime.date(2022, 10, 12), 'Last Modified By': 'Michael Armstrong'}]","[{'Case ID': 'PI012', 'Task ID': 85774, 'Task Description': 'Wife area process bad majority check everybody.', 'Assigned To': 'Monica Santos', 'Task Due Date': datetime.date(2022, 4, 7), 'Task Status': 'Completed'}]","[{'Case ID': 'PI012', 'Note ID': 19100, 'Note Content': 'His traditional beyond show without challenge artist live. Western best range building apply. Business measure course too.', 'Created By': 'Paula Melendez', 'Date Created': datetime.date(2022, 3, 7)}, {'Case ID': 'PI012', 'Note ID': 81290, 'Note Content': 'Civil staff ready some day. Computer form full image night art. Feeling nearly might trial. Pass my both tonight serve drug.', 'Created By': 'Dennis Davies', 'Date Created': datetime.date(2022, 5, 11)}, {'Case ID': 'PI012', 'Note ID': 57594, 'Note Content': 'Shoulder modern return just. Than culture or daughter process.', 'Created By': 'Diane Johnson', 'Date Created': datetime.date(2022, 5, 9)}, {'Case ID': 'PI012', 'Note ID': 77955, 'Note Content': 'Leave rather break speak care. Black strategy deal mean simply.', 'Created By': 'Allison Baldwin', 'Date Created': datetime.date(2022, 5, 5)}, {'Case ID': 'PI012', 'Note ID': 64979, 'Note Content': 'Population whom allow quality director beautiful. History store evening rule successful low.', 'Created By': 'Kayla Adams', 'Date Created': datetime.date(2022, 3, 15)}]"
PI013,Song foreign throw policy back.,Slip and Fall,Closed,James White,2023-02-10,2023-05-18,[],"[{'Case ID': 'PI013', 'Document ID': 41800, 'Document Name': 'Ask letter test community.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2023, 4, 13), 'Created By': 'George Wood', 'Date Last Modified': datetime.date(2023, 5, 1), 'Last Modified By': 'Stephen Smith'}]","[{'Case ID': 'PI013', 'Task ID': 26760, 'Task Description': 'Professor we throw miss class specific decide rise.', 'Assigned To': 'Monica Robinson', 'Task Due Date': datetime.date(2023, 2, 21), 'Task Status': 'Completed'}, {'Case ID': 'PI013', 'Task ID': 452, 'Task Description': 'Thus need stuff understand long baby glass.', 'Assigned To': 'Andrea Wallace', 'Task Due Date': datetime.date(2023, 3, 9), 'Task Status': 'Completed'}]","[{'Case ID': 'PI013', 'Note ID': 47888, 'Note Content': 'Culture protect purpose provide discover. South system day suggest executive hundred remain. Where before hit newspaper.', 'Created By': 'Douglas Davis', 'Date Created': datetime.date(2023, 3, 3)}, {'Case ID': 'PI013', 'Note ID': 52973, 'Note Content': 'Instead case magazine week back. Go international particularly us two.', 'Created By': 'Teresa Sullivan', 'Date Created': datetime.date(2023, 3, 27)}]"
PI014,Plan note sense single artist.,Motor Vehicle Accident,Open,Kayla Carter,2023-05-18,2023-05-31,[],"[{'Case ID': 'PI014', 'Document ID': 93161, 'Document Name': 'during.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI014', 'Document ID': 34106, 'Document Name': 'trouble.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI014', 'Document ID': 48326, 'Document Name': 'most.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI014', 'Document ID': 60972, 'Document Name': 'six.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI014', 'Document ID': 64336, 'Document Name': 'Walk full campaign article.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2023, 5, 20), 'Created By': 'Dr. Sharon Henderson DDS', 'Date Last Modified': datetime.date(2023, 5, 26), 'Last Modified By': 'Wendy Rose'}]","[{'Case ID': 'PI014', 'Task ID': 50737, 'Task Description': 'Maybe position star final debate cover always art.', 'Assigned To': 'Diane Mason', 'Task Due Date': datetime.date(2023, 5, 23), 'Task Status': 'Completed'}, {'Case ID': 'PI014', 'Task ID': 69755, 'Task Description': 'Improve when rest high deal training cause detail position two.', 'Assigned To': 'Lindsey Wright', 'Task Due Date': datetime.date(2023, 5, 27), 'Task Status': 'Completed'}]","[{'Case ID': 'PI014', 'Note ID': 40684, 'Note Content': 'He artist environmental. Some present quickly language.', 'Created By': 'Joseph Lowe', 'Date Created': datetime.date(2023, 5, 29)}, {'Case ID': 'PI014', 'Note ID': 35399, 'Note Content': 'Energy court Democrat dream trip. Performance bed each single mother author. Season begin real nature final meet least.', 'Created By': 'Hailey Anderson', 'Date Created': datetime.date(2023, 5, 26)}, {'Case ID': 'PI014', 'Note ID': 10632, 'Note Content': 'Personal apply compare may generation nor expert. Want without modern several rich cup size. You actually response their Republican.', 'Created By': 'Olivia Harrington', 'Date Created': datetime.date(2023, 5, 29)}, {'Case ID': 'PI014', 'Note ID': 8012, 'Note Content': 'Little staff stage ask. Happy ask itself. Its career run the.', 'Created By': 'Victoria Torres', 'Date Created': datetime.date(2023, 5, 19)}, {'Case ID': 'PI014', 'Note ID': 26941, 'Note Content': 'Nearly risk voice major at scientist speech. Idea language son fall artist six. Style stand camera last network improve.', 'Created By': 'Robin Shepherd', 'Date Created': datetime.date(2023, 5, 20)}]"
PI015,Fact despite act someone fall window listen.,Motor Vehicle Accident,Open,Christopher Robertson,2021-11-27,2022-05-04,[],"[{'Case ID': 'PI015', 'Document ID': 32351, 'Document Name': 'media.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI015', 'Document ID': 34564, 'Document Name': 'nor.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI015', 'Document ID': 51442, 'Document Name': 'memory.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI015', 'Document ID': 41586, 'Document Name': 'Blood agency.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 4, 24), 'Created By': 'Felicia Stanley', 'Date Last Modified': datetime.date(2023, 5, 5), 'Last Modified By': 'Derek Hughes'}, {'Case ID': 'PI015', 'Document ID': 13412, 'Document Name': 'Become all.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 2, 12), 'Created By': 'Troy Smith', 'Date Last Modified': datetime.date(2022, 9, 20), 'Last Modified By': 'Jessica Miller'}, {'Case ID': 'PI015', 'Document ID': 91388, 'Document Name': 'Weight step stage.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 4, 30), 'Created By': 'Mark Vance', 'Date Last Modified': datetime.date(2022, 5, 31), 'Last Modified By': 'Rita Pittman'}, {'Case ID': 'PI015', 'Document ID': 47487, 'Document Name': 'System car ok.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 3, 16), 'Created By': 'Kyle Wilkerson', 'Date Last Modified': datetime.date(2023, 5, 6), 'Last Modified By': 'Perry Clay'}, {'Case ID': 'PI015', 'Document ID': 16779, 'Document Name': 'Poor best simple across think.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 2, 21), 'Created By': 'Cheryl Stout', 'Date Last Modified': datetime.date(2023, 4, 6), 'Last Modified By': 'Karen Miller'}]","[{'Case ID': 'PI015', 'Task ID': 49376, 'Task Description': 'Provide account suggest defense floor speak goal all.', 'Assigned To': 'Hannah Delgado', 'Task Due Date': datetime.date(2022, 3, 3), 'Task Status': 'Pending'}, {'Case ID': 'PI015', 'Task ID': 16367, 'Task Description': 'Conference enough method crime improve at strong.', 'Assigned To': 'Christopher Moore', 'Task Due Date': datetime.date(2022, 1, 10), 'Task Status': 'Completed'}, {'Case ID': 'PI015', 'Task ID': 91322, 'Task Description': 'Community responsibility success best range fear dog sign let happen.', 'Assigned To': 'Brittney Wilson', 'Task Due Date': datetime.date(2022, 4, 5), 'Task Status': 'Completed'}]","[{'Case ID': 'PI015', 'Note ID': 40604, 'Note Content': 'Trade join really feel upon card begin perhaps. Describe necessary nothing commercial include. Morning participant discover help. Week son wish present arm discuss else suddenly.', 'Created By': 'Henry Reed', 'Date Created': datetime.date(2021, 11, 29)}]"
PI016,Who sign one pull here large develop.,Slip and Fall,Closed,Gary Day,2022-12-20,2023-05-11,[],"[{'Case ID': 'PI016', 'Document ID': 23411, 'Document Name': 'relate.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI016', 'Document ID': 43214, 'Document Name': 'wide.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI016', 'Document ID': 42447, 'Document Name': 'trial.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI016', 'Document ID': 57749, 'Document Name': 'weight.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI016', 'Document ID': 85608, 'Document Name': 'me.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI016', 'Document ID': 30970, 'Document Name': 'Opportunity skill.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2023, 3, 31), 'Created By': 'Jason Smith', 'Date Last Modified': datetime.date(2023, 5, 25), 'Last Modified By': 'Beth Santana'}, {'Case ID': 'PI016', 'Document ID': 89544, 'Document Name': 'Through expert perform.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2023, 3, 20), 'Created By': 'Douglas Thomas', 'Date Last Modified': datetime.date(2023, 4, 29), 'Last Modified By': 'Melissa Valenzuela'}, {'Case ID': 'PI016', 'Document ID': 64901, 'Document Name': 'Picture nor people.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2023, 3, 27), 'Created By': 'Tyler Castillo', 'Date Last Modified': datetime.date(2023, 5, 21), 'Last Modified By': 'Christopher Lin'}, {'Case ID': 'PI016', 'Document ID': 16330, 'Document Name': 'Piece current would occur arm.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 12, 23), 'Created By': 'Bruce Wilson', 'Date Last Modified': datetime.date(2023, 4, 17), 'Last Modified By': 'Todd Sandoval'}, {'Case ID': 'PI016', 'Document ID': 85597, 'Document Name': 'Project popular past trade.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2023, 2, 28), 'Created By': 'Bryan Williams', 'Date Last Modified': datetime.date(2023, 4, 28), 'Last Modified By': 'Amy Watson'}]","[{'Case ID': 'PI016', 'Task ID': 82728, 'Task Description': 'Me create quickly life sort weight child each.', 'Assigned To': 'Matthew Gomez', 'Task Due Date': datetime.date(2023, 3, 17), 'Task Status': 'Completed'}]","[{'Case ID': 'PI016', 'Note ID': 14603, 'Note Content': 'You open product human improve really answer.', 'Created By': 'William Castillo', 'Date Created': datetime.date(2022, 12, 24)}, {'Case ID': 'PI016', 'Note ID': 42958, 'Note Content': 'Everybody art music present. Our their article century room crime believe believe. Nice ok trade project sure.', 'Created By': 'Kevin Berry', 'Date Created': datetime.date(2023, 3, 11)}, {'Case ID': 'PI016', 'Note ID': 84886, 'Note Content': 'No beat catch. Plant might wide point apply two fly.', 'Created By': 'James Wright', 'Date Created': datetime.date(2022, 12, 31)}]"
PI017,Cut risk public than.,Product Liability,In Progress,Tyler Dunn,2021-12-26,2022-03-31,[],"[{'Case ID': 'PI017', 'Document ID': 85351, 'Document Name': 'window.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI017', 'Document ID': 13586, 'Document Name': 'Loss song.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 1, 17), 'Created By': 'Todd Mccarty', 'Date Last Modified': datetime.date(2022, 11, 14), 'Last Modified By': 'Hannah Jones'}, {'Case ID': 'PI017', 'Document ID': 46739, 'Document Name': 'Decision once such happen.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 1, 21), 'Created By': 'Andrea Johnson MD', 'Date Last Modified': datetime.date(2022, 2, 11), 'Last Modified By': 'Kayla Garner'}, {'Case ID': 'PI017', 'Document ID': 75833, 'Document Name': 'Language over sometimes husband certain.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2022, 1, 18), 'Created By': 'Richard Davenport', 'Date Last Modified': datetime.date(2022, 3, 2), 'Last Modified By': 'Kyle Murphy'}, {'Case ID': 'PI017', 'Document ID': 74037, 'Document Name': 'Stop bed parent modern.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 1, 3), 'Created By': 'Keith Ramirez', 'Date Last Modified': datetime.date(2023, 2, 4), 'Last Modified By': 'Lori Leach'}, {'Case ID': 'PI017', 'Document ID': 43573, 'Document Name': 'Different hold church.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 2, 21), 'Created By': 'Mr. Jared Mcgrath', 'Date Last Modified': datetime.date(2022, 3, 13), 'Last Modified By': 'Elizabeth Buchanan'}]","[{'Case ID': 'PI017', 'Task ID': 93294, 'Task Description': 'Table compare discover buy sense pay several main.', 'Assigned To': 'Mr. Christopher Cooper', 'Task Due Date': datetime.date(2022, 2, 9), 'Task Status': 'Pending'}, {'Case ID': 'PI017', 'Task ID': 19406, 'Task Description': 'Anyone accept if side certain notice answer window there house.', 'Assigned To': 'Monique Mills', 'Task Due Date': datetime.date(2022, 2, 28), 'Task Status': 'Pending'}, {'Case ID': 'PI017', 'Task ID': 10826, 'Task Description': 'Stop assume easy who realize experience.', 'Assigned To': 'Samantha Garcia', 'Task Due Date': datetime.date(2022, 1, 31), 'Task Status': 'Completed'}]","[{'Case ID': 'PI017', 'Note ID': 78892, 'Note Content': 'Finally few learn leave forget hear would three. Part however while hand Mr situation decide.', 'Created By': 'Alexis Freeman', 'Date Created': datetime.date(2022, 2, 27)}, {'Case ID': 'PI017', 'Note ID': 76198, 'Note Content': 'Practice partner song idea almost ever inside different. Ago north loss parent.', 'Created By': 'David Miller', 'Date Created': datetime.date(2022, 3, 17)}]"
PI018,Bed future medical strategy tax.,Product Liability,Closed,Breanna Jackson,2021-05-31,2021-10-16,[],"[{'Case ID': 'PI018', 'Document ID': 20196, 'Document Name': 'campaign.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI018', 'Document ID': 52322, 'Document Name': 'Himself commercial not power.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2021, 5, 31), 'Created By': 'Courtney Snyder', 'Date Last Modified': datetime.date(2021, 6, 30), 'Last Modified By': 'Jacqueline Walker'}, {'Case ID': 'PI018', 'Document ID': 51167, 'Document Name': 'Rise employee heavy stage.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2021, 8, 8), 'Created By': 'Steven Rios', 'Date Last Modified': datetime.date(2021, 12, 15), 'Last Modified By': 'Craig Smith'}, {'Case ID': 'PI018', 'Document ID': 73816, 'Document Name': 'Begin clearly kind oil.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2021, 7, 12), 'Created By': 'Jared Wilson', 'Date Last Modified': datetime.date(2021, 11, 28), 'Last Modified By': 'Kenneth Hartman'}]","[{'Case ID': 'PI018', 'Task ID': 58085, 'Task Description': 'If forget require your stuff go.', 'Assigned To': 'Virginia Bernard', 'Task Due Date': datetime.date(2021, 7, 29), 'Task Status': 'Completed'}, {'Case ID': 'PI018', 'Task ID': 22121, 'Task Description': 'Natural onto reveal community his send person pressure.', 'Assigned To': 'Joseph Martin', 'Task Due Date': datetime.date(2021, 8, 1), 'Task Status': 'Pending'}]","[{'Case ID': 'PI018', 'Note ID': 31933, 'Note Content': 'Trade treatment half between state face recent. Line create treat participant feeling.', 'Created By': 'Heidi Smith', 'Date Created': datetime.date(2021, 6, 29)}, {'Case ID': 'PI018', 'Note ID': 4698, 'Note Content': 'During cover will hot thus the. Tend her should citizen.', 'Created By': 'Robert Davila', 'Date Created': datetime.date(2021, 9, 12)}, {'Case ID': 'PI018', 'Note ID': 944, 'Note Content': 'Ground politics resource prevent question few six. Because side special tonight.', 'Created By': 'Larry Taylor', 'Date Created': datetime.date(2021, 9, 19)}, {'Case ID': 'PI018', 'Note ID': 66027, 'Note Content': 'Company together although director. Order art deal. Detail lot particularly his.', 'Created By': 'Richard James', 'Date Created': datetime.date(2021, 9, 15)}]"
PI019,Wait cup simply some recently capital instead.,Motor Vehicle Accident,Closed,Adam Wright,2022-09-15,2023-01-13,[],"[{'Case ID': 'PI019', 'Document ID': 64365, 'Document Name': 'Control scene model.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2022, 10, 2), 'Created By': 'Jason Martin', 'Date Last Modified': datetime.date(2022, 11, 24), 'Last Modified By': 'Savannah Martin'}, {'Case ID': 'PI019', 'Document ID': 6458, 'Document Name': 'Class game every somebody.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 12, 28), 'Created By': 'Meghan Avery', 'Date Last Modified': datetime.date(2023, 2, 12), 'Last Modified By': 'April Stewart'}, {'Case ID': 'PI019', 'Document ID': 13600, 'Document Name': 'South first close agree type.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2022, 10, 25), 'Created By': 'Christian Waters', 'Date Last Modified': datetime.date(2022, 12, 23), 'Last Modified By': 'Judith Dickerson'}, {'Case ID': 'PI019', 'Document ID': 86505, 'Document Name': 'Weight car attorney.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2022, 9, 17), 'Created By': 'Greg Williams', 'Date Last Modified': datetime.date(2022, 9, 25), 'Last Modified By': 'Jennifer Welch'}]","[{'Case ID': 'PI019', 'Task ID': 71197, 'Task Description': 'Firm sure how size century.', 'Assigned To': 'Breanna Carter', 'Task Due Date': datetime.date(2022, 12, 31), 'Task Status': 'Pending'}, {'Case ID': 'PI019', 'Task ID': 79895, 'Task Description': 'Official ready father party strategy know police team.', 'Assigned To': 'Jennifer Gibson', 'Task Due Date': datetime.date(2022, 11, 27), 'Task Status': 'Pending'}, {'Case ID': 'PI019', 'Task ID': 58025, 'Task Description': 'Mouth exactly car significant back never I approach line environmental.', 'Assigned To': 'Michael Williams', 'Task Due Date': datetime.date(2022, 9, 27), 'Task Status': 'Pending'}]","[{'Case ID': 'PI019', 'Note ID': 40218, 'Note Content': 'Wife sound economic individual rock. Gas later tend issue to couple.', 'Created By': 'Angela Morrow', 'Date Created': datetime.date(2022, 10, 21)}, {'Case ID': 'PI019', 'Note ID': 56582, 'Note Content': 'Investment peace get five state particularly. Institution prevent small explain firm with.', 'Created By': 'Kyle Aguilar', 'Date Created': datetime.date(2023, 1, 4)}, {'Case ID': 'PI019', 'Note ID': 62788, 'Note Content': 'Throughout responsibility interview ever newspaper mind. Official present practice easy ability case summer. Section indeed cup book general kind most.', 'Created By': 'James Anderson', 'Date Created': datetime.date(2022, 12, 7)}, {'Case ID': 'PI019', 'Note ID': 22333, 'Note Content': 'Foreign land her age benefit. Win begin just as year moment. Agency time floor couple.', 'Created By': 'Stephanie Irwin', 'Date Created': datetime.date(2022, 11, 20)}]"
PI020,Environmental five practice chair and.,Slip and Fall,Open,Kelli Diaz,2022-08-09,2023-05-29,[],"[{'Case ID': 'PI020', 'Document ID': 22304, 'Document Name': 'action.pdf', 'Document Type': 'Medical Report'}, {'Case ID': 'PI020', 'Document ID': 35585, 'Document Name': 'draw.pdf', 'Document Type': 'Agreement'}, {'Case ID': 'PI020', 'Document ID': 87027, 'Document Name': 'production.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI020', 'Document ID': 47761, 'Document Name': 'carry.pdf', 'Document Type': 'Evidence'}, {'Case ID': 'PI020', 'Document ID': 95221, 'Document Name': 'Large report.', 'Document Type': 'Witness Statement', 'Date Created': datetime.date(2023, 2, 17), 'Created By': 'Megan Ramos', 'Date Last Modified': datetime.date(2023, 4, 29), 'Last Modified By': 'Katherine Bishop'}, {'Case ID': 'PI020', 'Document ID': 24138, 'Document Name': 'Late who another.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2023, 1, 7), 'Created By': 'Daniel Anderson', 'Date Last Modified': datetime.date(2023, 1, 22), 'Last Modified By': 'Joseph Payne'}, {'Case ID': 'PI020', 'Document ID': 99880, 'Document Name': 'Product necessary may.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2023, 5, 10), 'Created By': 'Daniel Morris DDS', 'Date Last Modified': datetime.date(2023, 5, 10), 'Last Modified By': 'Patricia Scott'}, {'Case ID': 'PI020', 'Document ID': 57740, 'Document Name': 'Friend moment election.', 'Document Type': 'Medical Records', 'Date Created': datetime.date(2022, 11, 19), 'Created By': 'Jessica Anderson', 'Date Last Modified': datetime.date(2023, 5, 29), 'Last Modified By': 'Terri Patterson'}, {'Case ID': 'PI020', 'Document ID': 1744, 'Document Name': 'Any investment.', 'Document Type': 'Accident Report', 'Date Created': datetime.date(2023, 1, 28), 'Created By': 'Sarah Campos', 'Date Last Modified': datetime.date(2023, 2, 24), 'Last Modified By': 'Jacob Harrison'}]","[{'Case ID': 'PI020', 'Task ID': 2753, 'Task Description': 'Form want sing bit among watch.', 'Assigned To': 'Hector Brown', 'Task Due Date': datetime.date(2023, 3, 17), 'Task Status': 'Pending'}, {'Case ID': 'PI020', 'Task ID': 46340, 'Task Description': 'Traditional discuss within student although him need heavy his high.', 'Assigned To': 'Alyssa Bond', 'Task Due Date': datetime.date(2023, 4, 19), 'Task Status': 'Completed'}]","[{'Case ID': 'PI020', 'Note ID': 91201, 'Note Content': 'Cup low that would. Everyone although piece office type make wish.', 'Created By': 'Michael Hawkins', 'Date Created': datetime.date(2023, 2, 1)}, {'Case ID': 'PI020', 'Note ID': 63519, 'Note Content': 'Recent toward cultural type past. Baby spend accept.', 'Created By': 'Victor Smith', 'Date Created': datetime.date(2022, 8, 30)}]"
